Counter,Date:,Info,Signal type,Time (24h),Network type,dBm,dBm average,Best signal,Percent,Percent average,Data state:,Data activity:,My Location latitude,My Location longitude,Tower Cell ID - short,Tower Cell ID - long,Tower LAC (Local Area Code)
,Log date: 6/2/18
,Log start: 10:10:8
,Log interval: 10 seconds
,Device/Model: GT-I9190
,Android: Version 7.1.2
,Net. op.: vodafone IT
,Sim op.: 
,Network type UMTS * 384 kbps
,Phone type: GSM
,Country code: it
,Device ID: 356425056679763
217,6/2/18 * 10:47:52,HAVE MOBILE CONNECTION,mobile,10:47:52,(DC)HSPA+ * 42.2 Mbps,-81,-85,-57,57%,51%,Connected,upload + download activity,45.59269251,12.14576053,34953,9209993,25032
218,6/2/18 * 10:48:2,HAVE MOBILE CONNECTION,mobile,10:48:2,(DC)HSPA+ * 42.2 Mbps,-83,-85,-57,53%,51%,Connected,upload + download activity,45.59368785,12.14758651,34942,9209982,25032
219,6/2/18 * 10:48:13,HAVE MOBILE CONNECTION,mobile,10:48:13,(DC)HSPA+ * 42.2 Mbps,-81,-85,-57,57%,51%,Connected,upload + download activity,45.59433854,12.14878002,34942,9209982,25032
220,6/2/18 * 10:48:23,HAVE MOBILE CONNECTION,mobile,10:48:23,UMTS * 384 kbps,-77,-85,-57,64%,51%,Connected,upload + download activity,45.59474099,12.14954545,34953,9209993,25032
221,6/2/18 * 10:48:33,HAVE MOBILE CONNECTION,mobile,10:48:33,UMTS * 384 kbps,-79,-85,-57,60%,51%,Connected,upload + download activity,45.59581613,12.1515542,34942,9209982,25032
222,6/2/18 * 10:48:43,HAVE MOBILE CONNECTION,mobile,10:48:43,(DC)HSPA+ * 42.2 Mbps,-79,-85,-57,60%,51%,Connected,upload + download activity,45.59710666,12.1539048,34943,9209983,25032
223,6/2/18 * 10:48:53,HAVE MOBILE CONNECTION,mobile,10:48:53,(DC)HSPA+ * 42.2 Mbps,-75,-85,-57,67%,51%,Connected,upload + download activity,45.59829621,12.15614455,34943,9209983,25032
224,6/2/18 * 10:49:4,HAVE MOBILE CONNECTION,mobile,10:49:4,(DC)HSPA+ * 42.2 Mbps,-71,-85,-57,75%,51%,Connected,upload + download activity,45.5995592,12.15839277,34943,9209983,25032
225,6/2/18 * 10:49:14,HAVE MOBILE CONNECTION,mobile,10:49:14,(DC)HSPA+ * 42.2 Mbps,-85,-85,-57,50%,51%,Connected,upload + download activity,45.60059964,12.16030173,34953,9209993,25032
226,6/2/18 * 10:49:24,HAVE MOBILE CONNECTION,mobile,10:49:24,(DC)HSPA+ * 42.2 Mbps,-79,-85,-57,60%,51%,Connected,upload + download activity,45.60114017,12.16203557,34953,9209993,25032
227,6/2/18 * 10:49:34,HAVE MOBILE CONNECTION,mobile,10:49:34,(DC)HSPA+ * 42.2 Mbps,-71,-85,-57,75%,51%,Connected,upload + download activity,45.60128084,12.16370023,34953,9209993,25032
228,6/2/18 * 10:49:44,HAVE MOBILE CONNECTION,mobile,10:49:44,(DC)HSPA+ * 42.2 Mbps,-75,-85,-57,67%,51%,Connected,upload + download activity,45.60151657,12.16510657,34953,9209993,25032
229,6/2/18 * 10:49:55,HAVE MOBILE CONNECTION,mobile,10:49:55,(DC)HSPA+ * 42.2 Mbps,-71,-85,-57,75%,51%,Connected,upload + download activity,45.60198493,12.16589372,34952,9209992,25032
230,6/2/18 * 10:50:5,HAVE MOBILE CONNECTION,mobile,10:50:5,(DC)HSPA+ * 42.2 Mbps,-69,-84,-57,78%,51%,Connected,upload + download activity,45.60263593,12.16683122,34952,9209992,25032
231,6/2/18 * 10:50:15,HAVE MOBILE CONNECTION,mobile,10:50:15,UMTS * 384 kbps,-75,-84,-57,67%,52%,Connected,upload + download activity,45.60370147,12.16727036,34952,9209992,25032
232,6/2/18 * 10:50:25,HAVE MOBILE CONNECTION,mobile,10:50:25,(DC)HSPA+ * 42.2 Mbps,-79,-84,-57,60%,52%,Connected,upload + download activity,45.60487114,12.16741031,34951,9209991,25032
233,6/2/18 * 10:50:36,HAVE MOBILE CONNECTION,mobile,10:50:36,(DC)HSPA+ * 42.2 Mbps,-73,-84,-57,71%,52%,Connected,upload + download activity,45.60611651,12.16734999,34951,9209991,25032
234,6/2/18 * 10:50:46,HAVE MOBILE CONNECTION,mobile,10:50:46,(DC)HSPA+ * 42.2 Mbps,-81,-84,-57,57%,52%,Connected,upload + download activity,45.60698595,12.16711852,34951,9209991,25032
235,6/2/18 * 10:50:56,HAVE MOBILE CONNECTION,mobile,10:50:56,UMTS * 384 kbps,-83,-84,-57,53%,52%,Connected,upload + download activity,45.60797604,12.16706705,34951,9209991,25032
236,6/2/18 * 10:51:6,HAVE MOBILE CONNECTION,mobile,10:51:6,UMTS * 384 kbps,-79,-84,-57,60%,52%,Connected,upload + download activity,45.60893427,12.16691562,34951,9209991,25032
237,6/2/18 * 10:51:16,HAVE MOBILE CONNECTION,mobile,10:51:16,UMTS * 384 kbps,-77,-84,-57,64%,52%,Connected,upload + download activity,45.60987969,12.16675272,26832,9201872,25032
238,6/2/18 * 10:51:27,HAVE MOBILE CONNECTION,mobile,10:51:27,(DC)HSPA+ * 42.2 Mbps,-81,-84,-57,57%,52%,Connected,upload + download activity,45.61097945,12.1664409,26832,9201872,25032
239,6/2/18 * 10:51:37,HAVE MOBILE CONNECTION,mobile,10:51:37,UMTS * 384 kbps,-81,-84,-57,57%,52%,Connected,upload + download activity,45.61222305,12.16613614,26832,9201872,25032
240,6/2/18 * 10:51:47,HAVE MOBILE CONNECTION,mobile,10:51:47,UMTS * 384 kbps,-81,-84,-57,57%,52%,Connected,upload + download activity,45.61344428,12.16573877,26832,9201872,25032
241,6/2/18 * 10:51:57,HAVE MOBILE CONNECTION,mobile,10:51:57,(DC)HSPA+ * 42.2 Mbps,-83,-84,-57,53%,52%,Connected,upload + download activity,45.61468295,12.16534639,26832,9201872,25032
242,6/2/18 * 10:52:8,HAVE MOBILE CONNECTION,mobile,10:52:8,(DC)HSPA+ * 42.2 Mbps,-83,-84,-57,53%,52%,Connected,upload + download activity,45.61602073,12.16491286,26832,9201872,25032
243,6/2/18 * 10:52:18,HAVE MOBILE CONNECTION,mobile,10:52:18,(DC)HSPA+ * 42.2 Mbps,-83,-84,-57,53%,52%,Connected,upload + download activity,45.61742269,12.16456699,26832,9201872,25032
244,6/2/18 * 10:52:28,HAVE MOBILE CONNECTION,mobile,10:52:28,(DC)HSPA+ * 42.2 Mbps,-85,-84,-57,50%,52%,Connected,upload + download activity,45.61892686,12.16445383,26832,9201872,25032
245,6/2/18 * 10:52:38,HAVE MOBILE CONNECTION,mobile,10:52:38,(DC)HSPA+ * 42.2 Mbps,-75,-84,-57,67%,52%,Connected,upload + download activity,45.62044157,12.16443616,26832,9201872,25032
246,6/2/18 * 10:52:49,HAVE MOBILE CONNECTION,mobile,10:52:49,(DC)HSPA+ * 42.2 Mbps,-77,-84,-57,64%,52%,Connected,upload + download activity,45.62208448,12.16436622,26832,9201872,25032
247,6/2/18 * 10:52:59,HAVE MOBILE CONNECTION,mobile,10:52:59,UMTS * 384 kbps,-79,-84,-57,60%,52%,Connected,upload + download activity,45.6235182,12.16434589,26832,9201872,25032
248,6/2/18 * 10:53:9,HAVE MOBILE CONNECTION,mobile,10:53:9,UMTS * 384 kbps,-77,-84,-57,64%,52%,Connected,upload + download activity,45.62492147,12.16433363,26832,9201872,25032
249,6/2/18 * 10:53:19,HAVE MOBILE CONNECTION,mobile,10:53:19,UMTS * 384 kbps,-81,-84,-57,57%,52%,Connected,upload + download activity,45.6263891,12.16430512,34951,9209991,25032
250,6/2/18 * 10:53:30,HAVE MOBILE CONNECTION,mobile,10:53:30,UMTS * 384 kbps,-85,-84,-57,50%,52%,Connected,upload + download activity,45.62800107,12.16428935,34951,9209991,25032
251,6/2/18 * 10:53:40,HAVE MOBILE CONNECTION,mobile,10:53:40,UMTS * 384 kbps,-81,-84,-57,57%,52%,Connected,upload + download activity,45.62931155,12.16434786,26833,9201873,25032
252,6/2/18 * 10:53:50,HAVE MOBILE CONNECTION,mobile,10:53:50,UMTS * 384 kbps,-75,-84,-57,67%,52%,Connected,upload + download activity,45.63002453,12.16470262,26833,9201873,25032
253,6/2/18 * 10:54:0,HAVE MOBILE CONNECTION,mobile,10:54:0,UMTS * 384 kbps,-65,-84,-57,85%,52%,Connected,upload + download activity,45.63098788,12.16424005,26833,9201873,25032
254,6/2/18 * 10:54:10,HAVE MOBILE CONNECTION,mobile,10:54:10,UMTS * 384 kbps,-65,-84,-57,85%,52%,Connected,upload + download activity,45.6322801,12.16424096,26833,9201873,25032
255,6/2/18 * 10:54:21,HAVE MOBILE CONNECTION,mobile,10:54:21,UMTS * 384 kbps,-71,-84,-57,75%,52%,Connected,upload + download activity,45.63357742,12.16418477,26833,9201873,25032
256,6/2/18 * 10:54:31,HAVE MOBILE CONNECTION,mobile,10:54:31,UMTS * 384 kbps,-75,-84,-57,67%,53%,Connected,upload + download activity,45.63479026,12.16415535,26833,9201873,25032
257,6/2/18 * 10:54:41,HAVE MOBILE CONNECTION,mobile,10:54:41,UMTS * 384 kbps,-85,-84,-57,50%,52%,Connected,upload + download activity,45.63606383,12.16395708,26833,9201873,25032
258,6/2/18 * 10:54:51,HAVE MOBILE CONNECTION,mobile,10:54:51,UMTS * 384 kbps,-85,-84,-57,50%,52%,Connected,upload + download activity,45.63728766,12.16361619,26833,9201873,25032
259,6/2/18 * 10:55:1,HAVE MOBILE CONNECTION,mobile,10:55:1,(DC)HSPA+ * 42.2 Mbps,-87,-84,-57,46%,52%,Connected,upload + download activity,45.63858838,12.1633086,26833,9201873,25032
260,6/2/18 * 10:55:12,HAVE MOBILE CONNECTION,mobile,10:55:12,UMTS * 384 kbps,-87,-84,-57,46%,52%,Connected,upload + download activity,45.639275,12.16311607,26833,9201873,25032
261,6/2/18 * 10:55:22,HAVE MOBILE CONNECTION,mobile,10:55:22,UMTS * 384 kbps,-89,-84,-57,42%,52%,Connected,upload + download activity,45.63981621,12.16298926,26833,9201873,25032
262,6/2/18 * 10:55:32,HAVE MOBILE CONNECTION,mobile,10:55:32,UMTS * 384 kbps,-89,-84,-57,42%,52%,Connected,upload + download activity,45.6409905,12.16300072,26833,9201873,25032
263,6/2/18 * 10:55:42,HAVE MOBILE CONNECTION,mobile,10:55:42,UMTS * 384 kbps,-89,-84,-57,42%,52%,Connected,upload + download activity,45.64224322,12.16352181,26833,9201873,25032
264,6/2/18 * 10:55:52,HAVE MOBILE CONNECTION,mobile,10:55:52,UMTS * 384 kbps,-87,-84,-57,46%,52%,Connected,upload + download activity,45.64340026,12.16414784,26833,9201873,25032
265,6/2/18 * 10:56:3,HAVE MOBILE CONNECTION,mobile,10:56:3,(DC)HSPA+ * 42.2 Mbps,-93,-84,-57,35%,52%,Connected,upload + download activity,45.64442701,12.16531223,31542,9206582,25032
266,6/2/18 * 10:56:13,HAVE MOBILE CONNECTION,mobile,10:56:13,(DC)HSPA+ * 42.2 Mbps,-89,-84,-57,42%,52%,Connected,upload + download activity,45.64504172,12.16664617,31545,9206585,25032
267,6/2/18 * 10:56:23,HAVE MOBILE CONNECTION,mobile,10:56:23,UMTS * 384 kbps,-79,-84,-57,60%,52%,Connected,upload + download activity,45.6454907,12.16799325,31546,9206586,25032
268,6/2/18 * 10:56:33,HAVE MOBILE CONNECTION,mobile,10:56:33,UMTS * 384 kbps,-79,-84,-57,60%,52%,Connected,upload + download activity,45.64588097,12.16905851,31543,9206583,25032
269,6/2/18 * 10:56:43,HAVE MOBILE CONNECTION,mobile,10:56:43,UMTS * 384 kbps,-75,-84,-57,67%,52%,Connected,upload + download activity,45.64630617,12.17029016,31543,9206583,25032
270,6/2/18 * 10:56:54,HAVE MOBILE CONNECTION,mobile,10:56:54,(DC)HSPA+ * 42.2 Mbps,-71,-84,-57,75%,52%,Connected,upload + download activity,45.64682975,12.17186025,31541,9206581,25032
271,6/2/18 * 10:57:4,HAVE MOBILE CONNECTION,mobile,10:57:4,(DC)HSPA+ * 42.2 Mbps,-75,-84,-57,67%,52%,Connected,upload + download activity,45.64721467,12.17350216,31541,9206581,25032
272,6/2/18 * 10:57:14,HAVE MOBILE CONNECTION,mobile,10:57:14,(DC)HSPA+ * 42.2 Mbps,-81,-84,-57,57%,52%,Connected,upload + download activity,45.64764444,12.17527984,31541,9206581,25032
273,6/2/18 * 10:57:24,HAVE MOBILE CONNECTION,mobile,10:57:24,(DC)HSPA+ * 42.2 Mbps,-81,-84,-57,57%,52%,Connected,upload + download activity,45.64804715,12.176971,31544,9206584,25032
274,6/2/18 * 10:57:34,HAVE MOBILE CONNECTION,mobile,10:57:34,(DC)HSPA+ * 42.2 Mbps,-85,-84,-57,50%,52%,Connected,upload + download activity,45.64847635,12.17868866,31541,9206581,25032
275,6/2/18 * 10:57:45,HAVE MOBILE CONNECTION,mobile,10:57:45,UMTS * 384 kbps,-87,-84,-57,46%,52%,Connected,upload + download activity,45.64898212,12.18076187,57772,9232812,25032
276,6/2/18 * 10:57:55,HAVE MOBILE CONNECTION,mobile,10:57:55,(DC)HSPA+ * 42.2 Mbps,-85,-84,-57,50%,52%,Connected,upload + download activity,45.64943878,12.18265581,57778,9232818,25032
277,6/2/18 * 10:58:5,HAVE MOBILE CONNECTION,mobile,10:58:5,(DC)HSPA+ * 42.2 Mbps,-85,-84,-57,50%,52%,Connected,upload + download activity,45.64990505,12.18461296,57778,9232818,25032
278,6/2/18 * 10:58:16,HAVE MOBILE CONNECTION,mobile,10:58:16,(DC)HSPA+ * 42.2 Mbps,-73,-84,-57,71%,52%,Connected,upload + download activity,45.65039049,12.18643519,57778,9232818,25032
279,6/2/18 * 10:58:26,HAVE MOBILE CONNECTION,mobile,10:58:26,(DC)HSPA+ * 42.2 Mbps,-79,-84,-57,60%,52%,Connected,upload + download activity,45.65089993,12.18793203,57778,9232818,25032
280,6/2/18 * 10:58:36,HAVE MOBILE CONNECTION,mobile,10:58:36,(DC)HSPA+ * 42.2 Mbps,-91,-84,-57,39%,52%,Connected,upload + download activity,45.65152475,12.18956968,9079,9184119,25032
281,6/2/18 * 10:58:46,HAVE MOBILE CONNECTION,mobile,10:58:46,(DC)HSPA+ * 42.2 Mbps,-89,-84,-57,42%,52%,Connected,upload + download activity,45.65223809,12.19145456,9079,9184119,25032
282,6/2/18 * 10:58:56,HAVE MOBILE CONNECTION,mobile,10:58:56,(DC)HSPA+ * 42.2 Mbps,-87,-84,-57,46%,52%,Connected,upload + download activity,45.65285697,12.19317643,9076,9184116,25032
283,6/2/18 * 10:59:6,HAVE MOBILE CONNECTION,mobile,10:59:6,UMTS * 384 kbps,-81,-84,-57,57%,52%,Connected,upload + download activity,45.65324273,12.194862,9076,9184116,25032
284,6/2/18 * 10:59:17,HAVE MOBILE CONNECTION,mobile,10:59:17,UMTS * 384 kbps,-81,-84,-57,57%,52%,Connected,upload + download activity,45.6537446,12.19674489,9076,9184116,25032
285,6/2/18 * 10:59:27,HAVE MOBILE CONNECTION,mobile,10:59:27,UMTS * 384 kbps,-77,-84,-57,64%,52%,Connected,upload + download activity,45.6543327,12.19844943,9076,9184116,25032
286,6/2/18 * 10:59:37,HAVE MOBILE CONNECTION,mobile,10:59:37,UMTS * 384 kbps,-69,-84,-57,78%,53%,Connected,upload + download activity,45.65475433,12.20020409,9076,9184116,25032
287,6/2/18 * 10:59:47,HAVE MOBILE CONNECTION,mobile,10:59:47,UMTS * 384 kbps,-65,-84,-57,85%,53%,Connected,upload + download activity,45.65507105,12.20190291,9076,9184116,25032
288,6/2/18 * 10:59:57,HAVE MOBILE CONNECTION,mobile,10:59:57,UMTS * 384 kbps,-61,-83,-57,92%,53%,Connected,upload + download activity,45.65524569,12.20364994,9076,9184116,25032
289,6/2/18 * 11:0:8,HAVE MOBILE CONNECTION,mobile,11:0:8,UMTS * 384 kbps,-61,-83,-57,92%,53%,Connected,upload + download activity,45.65531927,12.20563544,9075,9184115,25032
290,6/2/18 * 11:0:18,HAVE MOBILE CONNECTION,mobile,11:0:18,(DC)HSPA+ * 42.2 Mbps,-65,-83,-57,85%,53%,Connected,upload + download activity,45.65535255,12.20748032,9075,9184115,25032
291,6/2/18 * 11:0:28,HAVE MOBILE CONNECTION,mobile,11:0:28,UMTS * 384 kbps,-65,-83,-57,85%,53%,Connected,upload + download activity,45.65576585,12.20908043,9075,9184115,25032
292,6/2/18 * 11:0:38,HAVE MOBILE CONNECTION,mobile,11:0:38,UMTS * 384 kbps,-61,-83,-57,92%,53%,Connected,upload + download activity,45.65581246,12.21018532,9075,9184115,25032
293,6/2/18 * 11:0:49,HAVE MOBILE CONNECTION,mobile,11:0:48,UMTS * 384 kbps,-67,-83,-57,82%,53%,Connected,upload + download activity,45.65560082,12.21152815,9078,9184118,25032
294,6/2/18 * 11:0:59,HAVE MOBILE CONNECTION,mobile,11:0:59,UMTS * 384 kbps,-77,-83,-57,64%,53%,Connected,upload + download activity,45.65643332,12.21206038,9075,9184115,25032
295,6/2/18 * 11:1:9,HAVE MOBILE CONNECTION,mobile,11:1:9,UMTS * 384 kbps,-81,-83,-57,57%,53%,Connected,upload + download activity,45.6575143,12.21255102,9075,9184115,25032
296,6/2/18 * 11:1:19,HAVE MOBILE CONNECTION,mobile,11:1:19,UMTS * 384 kbps,-81,-83,-57,57%,53%,Connected,upload + download activity,45.6583442,12.21410935,9075,9184115,25032
297,6/2/18 * 11:1:29,HAVE MOBILE CONNECTION,mobile,11:1:29,UMTS * 384 kbps,-87,-83,-57,46%,53%,Connected,upload + download activity,45.65896763,12.216,9075,9184115,25032
298,6/2/18 * 11:1:39,HAVE MOBILE CONNECTION,mobile,11:1:39,UMTS * 384 kbps,-85,-83,-57,50%,53%,Connected,upload + download activity,45.65963509,12.21734987,43137,9218177,25032
299,6/2/18 * 11:1:50,HAVE MOBILE CONNECTION,mobile,11:1:50,(DC)HSPA+ * 42.2 Mbps,-105,-83,-57,14%,53%,Connected,upload + download activity,45.66013013,12.21795537,9075,9184115,25032
300,6/2/18 * 11:2:0,HAVE MOBILE CONNECTION,mobile,11:2:0,(DC)HSPA+ * 42.2 Mbps,-109,-83,-57,7%,53%,Connected,upload + download activity,45.66024216,12.21797735,9075,9184115,25032
301,6/2/18 * 11:2:10,HAVE MOBILE CONNECTION,mobile,11:2:10,(DC)HSPA+ * 42.2 Mbps,-109,-83,-57,7%,53%,Connected,upload + download activity,45.66029645,12.218078,9075,9184115,25032
302,6/2/18 * 11:2:20,HAVE MOBILE CONNECTION,mobile,11:2:20,(DC)HSPA+ * 42.2 Mbps,-109,-83,-57,7%,53%,Connected,upload + download activity,45.6606593,12.21884043,9075,9184115,25032
303,6/2/18 * 11:2:31,HAVE MOBILE CONNECTION,mobile,11:2:31,(DC)HSPA+ * 42.2 Mbps,-107,-84,-57,10%,53%,Connected,upload + download activity,45.66067235,12.21889626,9075,9184115,25032
304,6/2/18 * 11:2:41,HAVE MOBILE CONNECTION,mobile,11:2:41,UMTS * 384 kbps,-103,-84,-57,17%,52%,Connected,upload + download activity,45.66088245,12.21928879,9075,9184115,25032
305,6/2/18 * 11:2:51,HAVE MOBILE CONNECTION,mobile,11:2:51,UMTS * 384 kbps,-101,-84,-57,21%,52%,Connected,upload + download activity,45.66152202,12.22045324,9075,9184115,25032
306,6/2/18 * 11:3:1,HAVE MOBILE CONNECTION,mobile,11:3:1,UMTS * 384 kbps,-101,-84,-57,21%,52%,Connected,upload + download activity,45.66226286,12.22152953,31344,9206384,25032
307,6/2/18 * 11:3:11,HAVE MOBILE CONNECTION,mobile,11:3:11,UMTS * 384 kbps,-93,-84,-57,35%,52%,Connected,upload + download activity,45.66259658,12.22174217,31344,9206384,25032
308,6/2/18 * 11:3:22,HAVE MOBILE CONNECTION,mobile,11:3:22,UMTS * 384 kbps,-93,-84,-57,35%,52%,Connected,upload + download activity,45.66306295,12.22198085,31344,9206384,25032
309,6/2/18 * 11:3:32,HAVE MOBILE CONNECTION,mobile,11:3:32,(DC)HSPA+ * 42.2 Mbps,-91,-84,-57,39%,52%,Connected,upload + download activity,45.66348376,12.2220646,31344,9206384,25032
310,6/2/18 * 11:3:42,HAVE MOBILE CONNECTION,mobile,11:3:42,UMTS * 384 kbps,-99,-84,-57,25%,52%,Connected,upload + download activity,45.66397947,12.22216421,31344,9206384,25032
311,6/2/18 * 11:3:52,HAVE MOBILE CONNECTION,mobile,11:3:52,UMTS * 384 kbps,-97,-84,-57,28%,52%,Connected,upload + download activity,45.66479857,12.22232156,31344,9206384,25032
312,6/2/18 * 11:4:2,HAVE MOBILE CONNECTION,mobile,11:4:2,UMTS * 384 kbps,-93,-84,-57,35%,52%,Connected,upload + download activity,45.66608251,12.22253943,31344,9206384,25032
313,6/2/18 * 11:4:12,HAVE MOBILE CONNECTION,mobile,11:4:12,UMTS * 384 kbps,-95,-84,-57,32%,52%,Connected,upload + download activity,45.66747165,12.22298267,31344,9206384,25032
314,6/2/18 * 11:4:23,HAVE MOBILE CONNECTION,mobile,11:4:23,UMTS * 384 kbps,-99,-84,-57,25%,52%,Connected,upload + download activity,45.66804421,12.22327832,31344,9206384,25032
315,6/2/18 * 11:4:33,HAVE MOBILE CONNECTION,mobile,11:4:33,UMTS * 384 kbps,-99,-84,-57,25%,52%,Connected,upload + download activity,45.66822151,12.22205111,31344,9206384,25032
316,6/2/18 * 11:4:43,HAVE MOBILE CONNECTION,mobile,11:4:43,UMTS * 384 kbps,-101,-84,-57,21%,52%,Connected,upload + download activity,45.66872236,12.2209363,31344,9206384,25032
317,6/2/18 * 11:4:53,HAVE MOBILE CONNECTION,mobile,11:4:53,UMTS * 384 kbps,-101,-84,-57,21%,51%,Connected,upload + download activity,45.66994469,12.22093531,31344,9206384,25032
318,6/2/18 * 11:5:3,HAVE MOBILE CONNECTION,mobile,11:5:3,UMTS * 384 kbps,-105,-84,-57,14%,51%,Connected,upload + download activity,45.67091774,12.2209602,31344,9206384,25032
319,6/2/18 * 11:5:14,HAVE MOBILE CONNECTION,mobile,11:5:14,UMTS * 384 kbps,-105,-84,-57,14%,51%,Connected,upload + download activity,45.67115194,12.22070781,31344,9206384,25032
320,6/2/18 * 11:5:24,HAVE MOBILE CONNECTION,mobile,11:5:24,UMTS * 384 kbps,-107,-84,-57,10%,51%,Connected,upload + download activity,45.67140618,12.21995884,31344,9206384,25032
321,6/2/18 * 11:5:34,HAVE MOBILE CONNECTION,mobile,11:5:34,UMTS * 384 kbps,-103,-84,-57,17%,51%,Connected,upload + download activity,45.67221463,12.21898866,31344,9206384,25032
322,6/2/18 * 11:5:44,HAVE MOBILE CONNECTION,mobile,11:5:44,UMTS * 384 kbps,-101,-84,-57,21%,51%,Connected,upload + download activity,45.67315662,12.2180933,31344,9206384,25032
323,6/2/18 * 11:5:54,HAVE MOBILE CONNECTION,mobile,11:5:54,UMTS * 384 kbps,-103,-84,-57,17%,51%,Connected,upload + download activity,45.67430863,12.21742329,31344,9206384,25032
324,6/2/18 * 11:6:5,HAVE MOBILE CONNECTION,mobile,11:6:5,UMTS * 384 kbps,-103,-85,-57,17%,51%,Connected,upload + download activity,45.67541913,12.21637899,31344,9206384,25032
325,6/2/18 * 11:6:15,HAVE MOBILE CONNECTION,mobile,11:6:15,(DC)HSPA+ * 42.2 Mbps,-97,-85,-57,28%,51%,Connected,upload + download activity,45.676528,12.21538936,31344,9206384,25032
326,6/2/18 * 11:6:25,HAVE MOBILE CONNECTION,mobile,11:6:25,UMTS * 384 kbps,-101,-85,-57,21%,51%,Connected,upload + download activity,45.67789035,12.21419538,31344,9206384,25032
327,6/2/18 * 11:6:35,HAVE MOBILE CONNECTION,mobile,11:6:35,UMTS * 384 kbps,-99,-85,-57,25%,50%,Connected,upload + download activity,45.6789572,12.21343412,31344,9206384,25032
